,Symbol,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2011-09-30,2011-12-31
Common Shares Outstanding,TSLA,1569060660.0,1578216000.0,1581487455.0,1713214110.0,1717769595.0,1733290545.0,1838491470.0,1846364850.0,1860611340.0,1868823195.0,1880492565.0,1885320000.0,1895434545.0,1906514205.0,1963515000.0,1971375000.0,2007870000.0,2220225000.0,2247375000.0,2248367850.0,2462460000.0,2502945000.0,2503305345.0,2521010925.0,2533799115.0,2546905275.0,2558897160.0,2589045000.0,2590822305.0,2605812015.0,2700000000.0,2715000000.0,2775000000.0,2790000000.0,2844000000.0,2880000000.0,2889000000.0,2889991344.0,2913000000.0,2994000000.0,3045000000.0,3111000000.0,3146000000.0,3146000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short Term Debt,TSLA,25585000.0,42818000.0,60307000.0,65171000.0,66753000.0,14944000.0,599404000.0,20759000.0,610844000.0,617511000.0,620024000.0,611099000.0,641597000.0,649529000.0,666842000.0,627927000.0,635285000.0,626826000.0,260771000.0,1150147000.0,1003311000.0,816533000.0,424224000.0,896549000.0,1998030000.0,2103185000.0,2106538000.0,2567699000.0,1705711000.0,1791085000.0,2030000000.0,1785000000.0,3217000000.0,3679000000.0,3126000000.0,2132000000.0,1819000000.0,1530000000.0,1716000000.0,1589000000.0,1659000000.0,1532000000.0,1457000000.0,1502000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Term Debt,TSLA,,,,,,,,,,,,1818785000.0,,,,2021093000.0,2484329000.0,2620002000.0,2443420000.0,5959213000.0,7148516000.0,7122962000.0,9581716000.0,9418319000.0,8761170000.0,9510796000.0,9669979000.0,9403672000.0,9787950000.0,11234401000.0,11313000000.0,11634000000.0,10666000000.0,10416000000.0,10559000000.0,9556000000.0,9053000000.0,7871000000.0,6438000000.0,5245000000.0,3153000000.0,2898000000.0,2096000000.0,1597000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash & Cash Equivalents,TSLA,218570000.0,210554000.0,85693000.0,201890000.0,214417000.0,746057000.0,795116000.0,845889000.0,2393908000.0,2674910000.0,2370735000.0,1905713000.0,1510076000.0,1150673000.0,1426036000.0,1196908000.0,1441789000.0,3246301000.0,3084257000.0,3393216000.0,4006593000.0,3035924000.0,3530030000.0,3367914000.0,2665673000.0,2236424000.0,2967504000.0,3685618000.0,2198169000.0,4954740000.0,5338000000.0,6268000000.0,8080000000.0,8615000000.0,14531000000.0,19384000000.0,17141000000.0,16229000000.0,16065000000.0,17576000000.0,17505000000.0,18324000000.0,19532000000.0,16253000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Assets,TSLA,761100000.0,776869000.0,809177000.0,1114190000.0,1143778000.0,1887844000.0,2166209000.0,2416930000.0,4500410000.0,5054463000.0,5437533000.0,5830667000.0,6120030000.0,6468185000.0,7547497000.0,8067939000.0,9191702000.0,11868952000.0,12592397000.0,22664076000.0,25053726000.0,26043705000.0,28107074000.0,28655372000.0,27271429000.0,27910000000.0,29262713000.0,29739614000.0,28912524000.0,31872597000.0,32795000000.0,34309000000.0,37250000000.0,38135000000.0,45691000000.0,52148000000.0,52972000000.0,55146000000.0,57834000000.0,62131000000.0,66038000000.0,68513000000.0,74426000000.0,82338000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities,TSLA,266903000.0,318499000.0,422845000.0,587995000.0,586410000.0,679678000.0,1524546000.0,1163691000.0,1998445000.0,2269023000.0,2630643000.0,4860761000.0,3351084000.0,3713889000.0,4220299000.0,6936950000.0,8178711000.0,9311512000.0,9900639000.0,16739880000.0,18874913000.0,19457458000.0,21926576000.0,23022980000.0,21548465000.0,22640293000.0,23406510000.0,23426010000.0,22874618000.0,24722136000.0,25313000000.0,26199000000.0,26518000000.0,26754000000.0,28143000000.0,28418000000.0,28507000000.0,28896000000.0,29340000000.0,30548000000.0,30632000000.0,30855000000.0,33302000000.0,36440000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,TSLA,30167000.0,26653000.0,50104000.0,306332000.0,561792000.0,405139000.0,431346000.0,615219000.0,620542000.0,769349000.0,851804000.0,956661000.0,939880000.0,954976000.0,936789000.0,1214380000.0,1147048000.0,1270017000.0,2298436000.0,2284631000.0,2696270000.0,2789557000.0,2984675000.0,3288249000.0,3408751000.0,4002231000.0,6824413000.0,7225605000.0,4541464000.0,6349676000.0,6302860000.0,7384000000.0,5985000000.0,6036000000.0,8771000000.0,10744000000.0,10389000000.0,11958000000.0,13757000000.0,17719000000.0,18756000000.0,16934000000.0,21454000000.0,24318000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Revenue,TSLA,-19957000.0,-21891000.0,-58866000.0,-282475000.0,-465472000.0,-304656000.0,-328476000.0,-458630000.0,-465414000.0,-556354000.0,-599953000.0,-694964000.0,-679807000.0,-741606000.0,-705293000.0,-995816000.0,-894580000.0,-995241000.0,-1661701000.0,-1849353000.0,-2028324000.0,-2122942000.0,-2535535000.0,-2849463000.0,-2952225000.0,-3383301000.0,-5300748000.0,-5782726000.0,-3975721000.0,-5428630000.0,-5111649000.0,-5993000000.0,-4751000000.0,-4769000000.0,-6708000000.0,-8678000000.0,-8174000000.0,-9074000000.0,-10097000000.0,-12872000000.0,-13296000000.0,-12700000000.0,-16072000000.0,-18541000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Expenses,TSLA,-98973000.0,-110937000.0,-99700000.0,-114740000.0,-101904000.0,-112275000.0,-133424000.0,-169942000.0,-199095000.0,-241750000.0,-290980000.0,-336535000.0,-362519000.0,-383558000.0,-415158000.0,-478897000.0,-500692000.0,-512816000.0,-551113000.0,-701976000.0,-925495000.0,-907531000.0,-984620000.0,-1036927000.0,-1053500000.0,-1136888000.0,-1080724000.0,-1023888000.0,-1044103000.0,-971159000.0,-929738000.0,-1044000000.0,-951000000.0,-940000000.0,-1254000000.0,-1491000000.0,-1722000000.0,-1549000000.0,-1605000000.0,-2234000000.0,-1857000000.0,-1628000000.0,-1694000000.0,-1842000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income,TSLA,-89873000.0,-105603000.0,-110806000.0,-89931000.0,11248000.0,-30502000.0,-38496000.0,-16264000.0,-49800000.0,-61902000.0,-74709000.0,-107629000.0,-154181000.0,-184227000.0,-229858000.0,-320397000.0,-282267000.0,-293188000.0,21878000.0,-121337000.0,-330277000.0,-336397000.0,-619376000.0,-675350000.0,-709551000.0,-717539000.0,311516000.0,139574000.0,-702135000.0,-408334000.0,143469000.0,105000000.0,16000000.0,104000000.0,331000000.0,270000000.0,438000000.0,1142000000.0,1618000000.0,2321000000.0,3318000000.0,2259000000.0,3292000000.0,3687000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Capitalization,TSLA,3891270436.8,3298471440.0,3083900537.25,3871863888.6,4345957075.35,12410360302.2,23698155048.3,18519039445.5,25862497626.0,29901171120.0,30426369701.7,27959295600.0,23844566576.1,34088473985.4,32515808400.0,31542000000.0,30760568400.0,31416183750.0,30564300000.0,32039241862.5,45678633000.0,60346003950.0,56925163545.3,52336186803.0,44949596300.1,58222254586.5,45164534874.0,57450908550.0,48344744211.3,38826599023.5,43362000000.0,75721350000.0,96930750000.0,200852100000.0,406692000000.0,677433600000.0,643206960000.0,654785338810.08,752981370000.0,1054666440000.0,1093764000000.0,698326170000.0,834476500000.0,387524280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise Value,TSLA,,,,,,,,,,,,28483466600.0,,,,32994112000.0,32438393400.0,31416710750.0,30184234000.0,35755385862.5,49823867000.0,65249574950.0,63401073545.3,59283140803.0,53043123300.1,67599811586.5,53973547874.0,65736661550.0,57640236211.3,46897345023.5,51367000000.0,82872350000.0,102733750000.0,206332100000.0,405846000000.0,669737600000.0,636937960000.0,647957338810.08,745070370000.0,1043924440000.0,1081071000000.0,684432170000.0,818497500000.0,374370280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV/MC,TSLA,,,,,,,,,,,,1.02,,,,1.05,1.05,1.0,0.99,1.12,1.09,1.08,1.11,1.13,1.18,1.16,1.2,1.14,1.19,1.21,1.18,1.09,1.06,1.03,1.0,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,TSLA,149097000.0,159481000.0,208670000.0,703547000.0,1129168000.0,822070000.0,893246000.0,1243791000.0,1285051000.0,1567453000.0,1742737000.0,1988160000.0,1982206000.0,2080140000.0,2057240000.0,2689093000.0,2542320000.0,2778074000.0,4511250000.0,4835960000.0,5650089000.0,5820030000.0,6504830000.0,7174639000.0,7414476000.0,8522420000.0,13205885000.0,14032219000.0,9561288000.0,12749465000.0,12344247000.0,14421000000.0,11687000000.0,11745000000.0,16733000000.0,20913000000.0,20285000000.0,22581000000.0,25459000000.0,32825000000.0,33909000000.0,31262000000.0,39220000000.0,44701000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV/EBIT,TSLA,,,,,,,,,,,,14.33,,,,12.27,12.76,11.31,6.69,7.39,8.82,11.21,9.75,8.26,7.15,7.93,4.09,4.68,6.03,3.68,4.16,5.75,8.79,17.57,24.25,32.02,31.4,28.69,29.27,31.8,31.88,21.89,20.87,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netto Debt,TSLA,,,,,,,,,,,,611099000.95,,,,627927001.69,635285001.72,626826000.81,260771000.79,1150147001.76,1003311001.78,816533002.35,424224002.71,896549002.8,1998030003.29,2103185004.25,2106538003.26,2567699002.55,1705711004.45,1791085002.27,2030000002.12,1785000001.86,3217000001.32,3679000001.21,3126000000.73,2132000000.49,1819000000.53,1530000000.48,1716000000.4,1589000000.3,1659000000.18,1532000000.16,1457000000.11,1502000000.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit Margin,TSLA,-297.92,-396.21,-221.15,-29.36,2.0,-7.53,-8.92,-2.64,-8.03,-8.05,-8.77,-11.25,-16.4,-19.29,-24.54,-26.38,-24.61,-23.09,0.95,-5.31,-12.25,-12.06,-20.75,-20.54,-20.82,-17.93,4.56,1.93,-15.46,-6.43,2.28,1.42,0.27,1.72,3.77,2.51,4.22,9.55,11.76,13.1,17.69,13.34,15.34,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE,TSLA,-18.19,-23.04,-28.68,-17.09,2.02,-2.52,-6.0,-1.3,-1.99,-2.22,-2.66,-11.1,-5.57,-6.69,-6.91,-28.33,-27.86,-11.46,0.81,-2.05,-5.35,-5.11,-10.02,-11.99,-12.4,-13.62,5.32,2.21,-11.63,-5.71,1.92,1.29,0.15,0.91,1.89,1.14,1.79,4.35,5.68,7.35,9.37,6.0,8.01,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Close,GOOG,,,,,,,,,27.85,28.76,28.87,26.32,27.4,26.03,30.42,37.94,37.25,34.6,38.86,38.59,41.48,45.44,47.96,52.32,51.59,55.78,59.67,51.78,58.67,54.05,60.95,66.85,58.14,70.68,73.48,87.59,103.43,125.32,133.27,144.68,139.65,109.37,96.15,88.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,GOOG,,,,,,,,,13489240000.0,6758780000.0,6779900000.0,13603440000.0,6813560000.0,6831640000.0,6844080000.0,13746960000.0,13735840000.0,13735560000.0,13782720000.0,13784771780.0,13842160000.0,13857520000.0,13857589760.0,13896042220.0,13905950600.0,13890975260.0,13913555460.0,13911120000.0,13903727920.0,13884876300.0,13818120000.0,13766700000.0,13679440000.0,13624300000.0,13554480000.0,13504440000.0,13421880000.0,13403275860.0,13293640000.0,13315160000.0,13253260000.0,13133000000.0,13018000000.0,13018000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short Term Debt,GOOG,2468000000.0,3218000000.0,3218000000.0,2549000000.0,2150000000.0,3000000000.0,3009000000.0,3009000000.0,3009000000.0,2009000000.0,2009000000.0,2009000000.0,2009000000.0,3008000000.0,3237000000.0,3225000000.0,3221000000.0,2219000000.0,0.0,,,,,,1329000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Term Debt,GOOG,2987000000.0,2987000000.0,2988000000.0,2988000000.0,2989000000.0,1989000000.0,2238000000.0,2236000000.0,3234000000.0,3232000000.0,3230000000.0,3228000000.0,3226000000.0,2225000000.0,1994000000.0,1995000000.0,1987000000.0,1984000000.0,3938000000.0,3935000000.0,3937000000.0,3955000000.0,3964000000.0,3969000000.0,3973000000.0,3981000000.0,3986000000.0,4012000000.0,4066000000.0,4074000000.0,4082000000.0,4554000000.0,5016000000.0,4018000000.0,13902000000.0,13932000000.0,13887000000.0,14328000000.0,14288000000.0,14817000000.0,14791000000.0,14734000000.0,14653000000.0,14701000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash & Cash Equivalents,GOOG,23108000000.0,15437000000.0,16260000000.0,14778000000.0,15375000000.0,16164000000.0,15242000000.0,18898000000.0,16639000000.0,19620000000.0,15605000000.0,18347000000.0,16976000000.0,18453000000.0,18068000000.0,16549000000.0,15111000000.0,13627000000.0,9406000000.0,12918000000.0,18132000000.0,15711000000.0,10581000000.0,10715000000.0,12658000000.0,14148000000.0,13443000000.0,16701000000.0,19148000000.0,16587000000.0,16032000000.0,18498000000.0,19644000000.0,17742000000.0,20129000000.0,26465000000.0,26622000000.0,23630000000.0,23719000000.0,20945000000.0,20886000000.0,17936000000.0,21984000000.0,21879000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Assets,GOOG,77144000000.0,86051000000.0,89730000000.0,93798000000.0,96692000000.0,101182000000.0,105068000000.0,110920000000.0,116526000000.0,121608000000.0,125781000000.0,129187000000.0,133400000000.0,138807000000.0,144281000000.0,147461000000.0,149747000000.0,154292000000.0,159948000000.0,167497000000.0,172756000000.0,178621000000.0,189536000000.0,197295000000.0,206935000000.0,211610000000.0,221538000000.0,232792000000.0,245349000000.0,257101000000.0,263044000000.0,275909000000.0,273403000000.0,278492000000.0,299243000000.0,319616000000.0,327095000000.0,335387000000.0,347403000000.0,359268000000.0,357096000000.0,355185000000.0,358255000000.0,365264000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities,GOOG,15432000000.0,21330000000.0,21702000000.0,22083000000.0,21219000000.0,22330000000.0,22079000000.0,23611000000.0,24815000000.0,25859000000.0,26966000000.0,25327000000.0,24952000000.0,27024000000.0,28040000000.0,27130000000.0,26178000000.0,26413000000.0,25845000000.0,28461000000.0,27807000000.0,30335000000.0,32436000000.0,44793000000.0,46110000000.0,49610000000.0,51698000000.0,55164000000.0,61877000000.0,64909000000.0,68075000000.0,74467000000.0,69744000000.0,71170000000.0,86323000000.0,97072000000.0,97082000000.0,97822000000.0,102836000000.0,107633000000.0,103092000000.0,99766000000.0,104629000000.0,109120000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,GOOG,10645000000.0,11807000000.0,13304000000.0,10283000000.0,12951000000.0,13107000000.0,13754000000.0,15707000000.0,15420000000.0,15955000000.0,16523000000.0,18103000000.0,17258000000.0,17727000000.0,18675000000.0,21329000000.0,20257000000.0,21500000000.0,22451000000.0,26064000000.0,24750000000.0,26010000000.0,27772000000.0,32323000000.0,31146000000.0,32657000000.0,33740000000.0,39276000000.0,36339000000.0,38944000000.0,40499000000.0,46075000000.0,41159000000.0,38297000000.0,46173000000.0,56898000000.0,55314000000.0,61880000000.0,65118000000.0,75325000000.0,68011000000.0,69685000000.0,69092000000.0,76048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Revenue,GOOG,-3789000000.0,-4677000000.0,-5955000000.0,-2755000000.0,-5136000000.0,-5195000000.0,-5409000000.0,-6253000000.0,-5961000000.0,-6114000000.0,-6695000000.0,-6921000000.0,-6356000000.0,-6583000000.0,-7037000000.0,-8188000000.0,-7648000000.0,-8130000000.0,-8699000000.0,-10661000000.0,-9795000000.0,-10373000000.0,-11148000000.0,-14267000000.0,-13467000000.0,-13883000000.0,-14281000000.0,-17918000000.0,-16012000000.0,-17296000000.0,-17568000000.0,-21020000000.0,-18982000000.0,-18553000000.0,-21117000000.0,-26080000000.0,-24103000000.0,-26227000000.0,-27621000000.0,-32988000000.0,-29599000000.0,-30104000000.0,-31158000000.0,-35342000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Expenses,GOOG,-3467000000.0,-3893000000.0,-4609000000.0,-3060000000.0,-4067000000.0,-4447000000.0,-4584000000.0,-5025000000.0,-5344000000.0,-5583000000.0,-6104000000.0,-6783000000.0,-6455000000.0,-6319000000.0,-6930000000.0,-7761000000.0,-7267000000.0,-7402000000.0,-7985000000.0,-8764000000.0,-8387000000.0,-8769000000.0,-8842000000.0,-10392000000.0,-10046000000.0,-11528000000.0,-11149000000.0,-11952000000.0,-12022000000.0,-12468000000.0,-13754000000.0,-15789000000.0,-14200000000.0,-13361000000.0,-13843000000.0,-15167000000.0,-14774000000.0,-16292000000.0,-16466000000.0,-20452000000.0,-18318000000.0,-20128000000.0,-20799000000.0,-22546000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income,GOOG,2890000000.0,2785000000.0,2176000000.0,2886000000.0,3346000000.0,3228000000.0,2970000000.0,3189000000.0,3452000000.0,3270000000.0,2739000000.0,4675000000.0,3515000000.0,3931000000.0,3979000000.0,4923000000.0,4207000000.0,4877000000.0,5061000000.0,5333000000.0,5426000000.0,3524000000.0,6732000000.0,-3020000000.0,9401000000.0,3195000000.0,9192000000.0,8948000000.0,6657000000.0,9947000000.0,7068000000.0,10671000000.0,6836000000.0,6959000000.0,11247000000.0,15227000000.0,17930000000.0,18525000000.0,18936000000.0,20642000000.0,16436000000.0,16002000000.0,13910000000.0,13624000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Capitalization,GOOG,,,,,,,,,375675334000.0,194382512800.0,195735713000.0,358042540800.0,186691544000.0,177827589200.0,208196913600.0,521559662400.0,511660040000.0,475250376000.0,535596499200.0,531954342990.2,574172796800.0,629685708800.0,664610004889.6,727040928950.4,717407991454.0,774838600002.8,830221854298.2,720317793600.0,815731717066.4,750477564015.0,842214414000.0,920303895000.0,795322641600.0,962965524000.0,995983190400.0,1182853899600.0,1388225048400.0,1679698530775.2,1771643402800.0,1926437348800.0,1850817759000.0,1436356210000.0,1251680700000.0,1155087140000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise Value,GOOG,,,,,,,,,365279334000.0,180003512800.0,185369713000.0,344932540800.0,174950544000.0,164607589200.0,195359913600.0,510230662400.0,501757040000.0,465826376000.0,530128499200.0,,,,,,710051991454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV/MC,GOOG,,,,,,,,,0.97,0.93,0.95,0.96,0.94,0.93,0.94,0.98,0.98,0.98,0.99,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,GOOG,17901000000.0,20377000000.0,23868000000.0,16098000000.0,22154000000.0,22749000000.0,23747000000.0,26985000000.0,26725000000.0,27652000000.0,29322000000.0,31807000000.0,30069000000.0,30629000000.0,32642000000.0,37278000000.0,35172000000.0,37032000000.0,39135000000.0,45489000000.0,42932000000.0,45152000000.0,47762000000.0,56982000000.0,54659000000.0,58068000000.0,59170000000.0,69146000000.0,64373000000.0,68708000000.0,71821000000.0,82884000000.0,74341000000.0,70211000000.0,81133000000.0,98145000000.0,94191000000.0,104399000000.0,109205000000.0,128765000000.0,115928000000.0,119917000000.0,121049000000.0,133936000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV/EBIT,GOOG,,,,,,,,,13.67,6.51,6.32,10.84,5.82,5.37,5.98,13.69,14.27,12.58,13.55,,,,,,12.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netto Debt,GOOG,2468000000.13,3218000000.19,3218000000.18,2549000000.2,2150000000.19,3000000000.12,3009000000.15,3009000000.12,3009000000.19,2009000000.16,2009000000.21,2009000000.18,2009000000.19,3008000000.12,3237000000.11,3225000000.12,3221000000.13,2219000000.15,0.42,,,,,,1329000000.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit Margin,GOOG,27.15,23.59,16.36,28.07,25.84,24.63,21.59,20.3,22.39,20.5,16.58,25.82,20.37,22.18,21.31,23.08,20.77,22.68,22.54,20.46,21.92,13.55,24.24,-9.34,30.18,9.78,27.24,22.78,18.32,25.54,17.45,23.16,16.61,18.17,24.36,26.76,32.41,29.94,29.08,27.4,24.17,22.96,20.13,17.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE,GOOG,4.68,4.3,3.2,4.02,4.43,4.09,3.58,3.65,3.76,3.42,2.77,4.5,3.24,3.52,3.42,4.09,3.4,3.81,3.77,3.84,3.74,2.38,4.29,-1.98,5.85,1.97,5.41,5.04,3.63,5.18,3.63,5.3,3.36,3.36,5.28,6.84,7.8,7.8,7.74,8.2,6.47,6.26,5.48,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Close,MSFT,32.26,30.59,29.76,26.71,28.61,34.55,33.28,37.41,40.99,41.7,46.36,46.45,40.66,44.15,44.2,55.48,55.23,51.17,57.6,62.14,65.86,68.93,74.49,85.54,91.27,98.61,114.37,101.57,117.94,133.96,139.03,157.7,157.71,203.51,210.33,222.42,235.77,270.9,281.92,336.32,308.31,256.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.89,25.96
Common Shares Outstanding,MSFT,8390771388.0,8400866103.0,8383396575.0,8374000000.0,8376244910.0,8351106590.0,8346000000.0,8300000000.0,8260000000.0,8239000000.0,8255000000.0,8218000000.0,8113000000.0,8027000000.0,7986000000.0,7925000000.0,7870000000.0,7808000000.0,7784000000.0,7784000000.0,7723000000.0,7708000000.0,7708000000.0,7720000000.0,7699792852.0,7683197503.0,7668217316.0,7683000000.0,7672213446.0,7662817920.0,7634000000.0,7611000000.0,7590000000.0,7571000000.0,7564000000.0,7546000000.0,7534000000.0,7531574551.0,7531574551.0,7531574551.0,7505000000.0,7474000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8410000000.0,8410000000.0
Short Term Debt,MSFT,,1231000000.0,2236000000.0,2241000000.0,2246000000.0,2999000000.0,3300000000.0,2300000000.0,2000000000.0,2000000000.0,5248000000.0,10048000000.0,4224000000.0,7484000000.0,10748000000.0,3750000000.0,5498000000.0,12904000000.0,14536000000.0,25664000000.0,7786000000.0,10121000000.0,9220000000.0,15912000000.0,3677000000.0,3998000000.0,6497000000.0,3516000000.0,6515000000.0,5516000000.0,3017000000.0,6247000000.0,3748000000.0,5879000000.0,6497000000.0,6949000000.0,10216000000.0,8072000000.0,3249000000.0,4998000000.0,1749000000.0,2749000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Term Debt,MSFT,11938000000.0,10713000000.0,9714000000.0,11947000000.0,11949000000.0,12601000000.0,12632000000.0,20676000000.0,20679000000.0,20645000000.0,18472000000.0,18260000000.0,27644000000.0,27808000000.0,27819000000.0,40679000000.0,40896000000.0,40557000000.0,60154000000.0,59306000000.0,76222000000.0,76073000000.0,76255000000.0,73348000000.0,73480000000.0,72242000000.0,69733000000.0,69653000000.0,66585000000.0,66662000000.0,66478000000.0,63361000000.0,62862000000.0,59578000000.0,57055000000.0,55136000000.0,50007000000.0,50074000000.0,50039000000.0,48260000000.0,48177000000.0,47032000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11927000000.0,11932000000.0
Cash & Cash Equivalents,MSFT,6388000000.0,6938000000.0,5036000000.0,6017000000.0,5240000000.0,3804000000.0,4023000000.0,10059000000.0,11572000000.0,8669000000.0,6302000000.0,6426000000.0,7414000000.0,5595000000.0,5431000000.0,7185000000.0,7170000000.0,6510000000.0,13928000000.0,8468000000.0,6713000000.0,7663000000.0,6884000000.0,12859000000.0,9221000000.0,11946000000.0,15137000000.0,6638000000.0,11212000000.0,11356000000.0,13117000000.0,8864000000.0,11710000000.0,13576000000.0,17205000000.0,14432000000.0,13702000000.0,14224000000.0,19165000000.0,20604000000.0,12498000000.0,13931000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12881000000.0,10610000000.0
